"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT08","WT10"
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-04","0.00",,,"73","82","63",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-05","0.00",,,"69","76","61",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-06","0.00",,,"69","76","62",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-07","0.00",,,"71","76","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-08","0.00",,,"73","79","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-09","0.00",,,"75","81","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-10","0.00",,,"76","81","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-11","0.00",,,"75","81","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-12","0.00",,,"76","81","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-13","0.00",,,"77","84","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-14","0.00",,,"78","87","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-15","0.00",,,"78","89","71","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-16","0.00",,,"75","84","68","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-17","0.00",,,"76","87","67","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-18","0.00",,,"76","86","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-19","0.13",,,"76","85","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-20","0.03",,,"75","81","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-21","0.04",,,"66","71","55",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-22","0.00",,,"63","75","55",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-23","0.00",,,"73","80","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-24","0.11",,,"76","83","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-25","0.10",,,"77","83","71","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-26","0.00",,,"78","85","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-27","0.00",,,"79","84","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-28","0.00",,,"79","88","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-29","0.17",,,"76","86","69","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-30","1.81",,,"72","76","67","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-03-31","0.02",,,"77","84","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-01","0.00",,,"80","86","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-02","0.00",,,"81","90","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-03","0.00",,,"76","78","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-04","0.01",,,"72","81","66",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-05","0.00",,,"72","81","63",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-06","0.00",,,"74","80","69",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-07","0.00",,,"76","87","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-08","0.00",,,"74","84","61",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-09","0.00",,,"72","79","61",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-10","0.00",,,"70","79","58",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-11","0.00",,,"74","80","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-12","0.00",,,"76","82","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-13","0.00",,,"75","83","66",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-14","0.00",,,"78","86","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-15","0.55",,,"78","85","70","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-16","0.01",,,"75","81","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-17","0.00",,,"75","79","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-18","0.00",,,"75","80","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-19","0.00",,,"73","80","62",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-20","0.00",,,"75","80","70",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-21","0.00",,,"77","84","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-22","0.00",,,"78","84","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-23","0.00",,,"79","89","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-24","0.00",,,"78","85","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-25","0.00",,,"78","83","75",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-26","0.89",,,"75","82","68","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-27","0.00",,,"76","82","67",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-28","0.00",,,"78","86","69",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-29","0.00",,,"78","86","69",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-04-30","0.00",,,"78","83","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-01","0.00",,,"80","85","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-02","0.00",,,"80","87","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-03","0.29",,,"82","93","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-04","0.47",,,"74","80","67","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-05","0.00",,,"73","83","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-06","0.00",,,"72","80","62",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-07","0.00",,,"70","80","57",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-08","0.00",,,"72","82","59",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-09","0.00",,,"75","83","64",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-10","0.00",,,"79","86","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-11","0.00",,,"80","85","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-12","0.00",,,"78","84","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-13","0.00",,,"78","86","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-14","0.00",,,"81","89","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-15","0.00",,,"81","89","71",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-16","0.00",,,"83","88","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-17","0.34",,,"82","88","78","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-18","2.32",,,"78","89","71","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-19","0.64",,,"78","89","69","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-20","0.41",,,"80","89","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-21","0.00",,,"80","91","72",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-22","0.00",,,"80","90","72",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-23","0.01",,,"79","86","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-24","0.40",,,"80","86","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-25","0.00",,,"81","85","73",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-26","0.00",,,"79","85","68",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-27","0.06",,,"79","83","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-28","0.01",,,"80","88","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-29","0.00",,,"81","89","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-30","0.00",,,"81","87","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-05-31","0.00",,,"81","88","73",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-01","0.00",,,"82","89","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-02","0.00",,,"84","90","80",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-03","0.00",,,"84","90","80",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-04","0.00",,,"84","90","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-05","0.09",,,"85","92","80",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-06","0.01",,,"85","89","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-07","0.05",,,"85","93","81",,,,"    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-08","0.87",,,"82","90","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-09","0.72",,,"77","85","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-10","0.66",,,"77","87","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-11","0.26",,,"77","86","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-12","0.00",,,"80","86","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-13","0.00",,,"82","89","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-14","0.00",,,"84","90","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-15","0.00",,,"84","91","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-16","0.17",,,"83","88","76",,,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-17","0.08",,,"80","91","75",,,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-18","0.48",,,"82","91","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-19","0.12",,,"79","88","74",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-20","0.00",,,"83","89","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-21","0.14",,,"82","87","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-22","0.17",,,"83","89","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-23","0.30",,,"84","89","79",,,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-24","0.40",,,"85","90","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-25","0.00",,,"85","91","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-26","0.00",,,"85","90","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-27","0.00",,,"84","90","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-28","0.00",,,"84","90","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-29","0.00",,,"84","91","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-06-30","0.00",,,"84","91","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-01","0.04",,,"83","91","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-02","0.00",,,"84","92","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-03","0.00",,,"84","91","79",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-04","0.00",,,"86","92","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-05","0.00",,,"87","94","82",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-06","0.00",,,"87","95","82",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-07","0.00",,,"87","95","82",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-08","0.00",,,"87","95","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-09","0.00",,,"87","95","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-10","0.00",,,"87","95","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-11","0.25",,,"86","92","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-12","0.00",,,"87","94","82",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-13","0.00",,,"85","93","79",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-14","0.00",,,"86","92","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-15","0.00",,,"87","93","83",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-16","0.12",,,"87","93","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-17","0.00",,,"87","93","84",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-18","0.02",,,"87","92","84",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-19","0.49",,,"87","93","79","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-20","0.10",,,"85","92","82",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-21","0.00",,,"87","92","83",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-22","0.39",,,"84","91","76","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-23","0.09",,,"81","90","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-24","0.00",,,"81","87","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-25","0.00",,,"84","91","76",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-26","0.01",,,"86","92","82",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-27","0.00",,,"86","92","80",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-28","0.00",,,"86","93","80",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-29","0.08",,,"86","93","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-30","0.00",,,"86","94","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-07-31","0.00",,,"85","94","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-01","0.00",,,"87","93","83",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-02","0.02",,,"85","93","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-03","0.00",,,"82","92","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-04","0.00",,,"85","95","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-05","0.03",,,"86","94","82",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-06","1.01",,,"84","94","76","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-07","0.47",,,"82","92","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-08","0.25",,,"80","90","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-09","0.00",,,"83","90","79",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-10","0.00",,,"83","92","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-11","0.00",,,"84","91","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-12","0.02",,,"85","92","79",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-13","0.01",,,"85","91","80",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-14","0.28",,,"84","91","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-15","0.00",,,"86","91","81",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-16","0.35",,,"87","92","79","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-17","0.29",,,"86","90","81",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-18","0.00",,,"86","91","83",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-19","0.00",,,"85","91","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-20","0.00",,,"85","92","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-21","0.15",,,"85","94","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-22","0.00",,,"85","93","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-23","0.00",,,"86","93","79",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-24","0.04",,,"87","93","81",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-25","0.85",,,"85","92","78","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-26","0.23",,,"85","91","79","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-27","0.05",,,"85","91","81",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-28","0.16",,,"86","90","79",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-29","0.41",,,"82","88","78","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-30","2.03",,,"80","84","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-08-31","0.05",,,"82","87","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-01","0.04",,,"83","91","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-02","0.00",,,"86","91","82",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-03","0.95",,,"83","91","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-04","0.00",,,"83","90","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-05","0.35",,,"83","88","76","    1",,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-06","0.00",,,"80","85","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-07","0.35",,,"83","89","78","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-08","0.30",,,"85","90","80","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-09","0.07",,,"84","90","80","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-10","0.00",,,"84","89","80",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-11","0.00",,,"85","90","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-12","0.48",,,"83","89","78","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-13","0.02",,,"82","86","79","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-14","0.00",,,"84","92","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-15","0.00",,,"83","91","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-16","0.00",,,"85","92","79",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-17","0.00",,,"84","93","78",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-18","0.31",,,"83","92","78",,,"    1","    1",
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-19","1.42",,,"81","91","77","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-20","1.74",,,"81","91","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-21","0.00",,,"82","91","76",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-22","0.00",,,"83","90","77",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-23","0.15",,,"80","90","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-24","0.09",,,"80","89","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-25","0.01",,,"79","87","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-26","0.00",,,"82","89","75",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-27","0.56",,,"80","88","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-28","0.43",,,"78","89","72","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-29","0.00",,,"80","90","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-09-30","0.77",,,"81","90","74","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-01","0.12",,,"79","86","74",,,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-02","0.28",,,"81","88","75","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-03","1.07",,,"83","89","73","    1",,"    1",,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-04","0.00",,,"82","89","77",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-05","0.08",,,"84","90","78",,,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-06","1.62",,,"84","87","78","    1",,,,
"USW00012844","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","2016-10-07","0.00",,,"82","87","78",,,,,
